latitude,longitude,administra,type,date_added,datasets,geometry
19.72200188,-72.25056466,"1re Section Morne Rouge, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(788192.834857346, 2183053.1891514)"
19.72355814,-72.27460463,"1re Section Morne Rouge, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(785668.737564379, 2183184.86917385)"
19.72554644,-72.26716686,"1re Section Morne Rouge, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(786445.256493127, 2183417.63154302)"
19.70926338,-72.27122068,"1re Section Morne Rouge, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2021-10-18T11:51:00Z,NA,"c(786049.10023978, 2181607.37061124)"
19.6734786,-72.273731,"2e Section Basse Plaine, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2016-12-03T00:05:00Z,FRAPE (Haiti Outreach),"c(785849.389416102, 2177639.84276463)"
19.69247166,-72.26992155,"2e Section Basse Plaine, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2020-07-15T17:12:00Z,NA,"c(786215.259965749, 2179749.80994378)"
19.6991525,-72.2948951,"1re Section Morne Rouge, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2016-12-03T00:05:00Z,FRAPE (Haiti Outreach),"c(783583.785524812, 2180447.82588137)"
19.67468622,-72.2725407,"2e Section Basse Plaine, Plaine du Nord, Nord, Haiti",NA,2021-09-01T14:46:00Z,NA,"c(785972.120651038, 2177775.5934478)"
19.71994377,-72.2862833,"1re Section Morne Rouge, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(784450.29964247, 2182764.93114871)"
19.7116981,-72.2634783,"1re Section Morne Rouge, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2016-11-29T21:26:00Z,FRAPE (Haiti Outreach),"c(786856.841289059, 2181890.09931617)"
19.70486559,-72.27200422,"1re Section Morne Rouge, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(785974.742174711, 2181118.97696545)"
19.72005077,-72.28637751,"1re Section Morne Rouge, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(784440.229330908, 2182776.62370243)"
19.7164322,-72.2520167,"1re Section Morne Rouge, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2016-12-03T00:05:00Z,FRAPE (Haiti Outreach),"c(788050.533248578, 2182433.84881745)"
19.6869879,-72.2662763,"2e Section Basse Plaine, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2016-12-09T01:32:00Z,FRAPE (Haiti Outreach),"c(786607.416384612, 2179148.60882407)"
19.65376146,-72.28112273,"2e Section Basse Plaine, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(785108.808859637, 2175443.69678928)"
19.7266219,-72.2495686,"1re Section Morne Rouge, Plaine du Nord, Nord, Haiti",Protected spring,2016-12-03T00:06:00Z,FRAPE (Haiti Outreach),"c(788289.006662872, 2183566.57634055)"
19.7212124,-72.2653001,"1re Section Morne Rouge, Plaine du Nord, Nord, Haiti",Unprotected spring,2021-09-03T14:44:00Z,NA,"c(786648.776669744, 2182940.77185738)"
19.67931256,-72.26943366,"2e Section Basse Plaine, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(786289.854907483, 2178293.20979268)"
19.71046026,-72.26654224,"1re Section Morne Rouge, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(786537.680706866, 2181747.8249508)"
19.65305678,-72.28030043,"2e Section Basse Plaine, Plaine du Nord, Nord, Haiti",NA,2021-08-29T20:37:00Z,NA,"c(785196.334850004, 2175367.02974027)"
19.67671188,-72.27363696,"2e Section Basse Plaine, Plaine du Nord, Nord, Haiti",NA,2021-08-25T20:32:00Z,NA,"c(785853.51387564, 2177998.0982313)"
19.6769577,-72.2713798,"2e Section Basse Plaine, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2016-12-09T01:32:00Z,FRAPE (Haiti Outreach),"c(786089.874794897, 2178029.12221027)"
19.69072795,-72.27050487,"2e Section Basse Plaine, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(786157.172426823, 2179555.70403622)"
19.67390559,-72.24346351,"2e Section Basse Plaine, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(789024.066755651, 2177738.32402471)"
19.65095404,-72.28261091,"2e Section Basse Plaine, Plaine du Nord, Nord, Haiti",NA,2021-08-29T20:37:00Z,NA,"c(784957.62631052, 2175130.2740708)"
19.67729358,-72.27066259,"2e Section Basse Plaine, Plaine du Nord, Nord, Haiti",NA,2021-08-23T21:15:00Z,NA,"c(786164.519846106, 2178067.52983683)"
19.7194415,-72.2803951,"1re Section Morne Rouge, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2016-12-03T02:37:00Z,FRAPE (Haiti Outreach),"c(785068.749318345, 2182719.19069917)"
19.72629762,-72.27579235,"1re Section Morne Rouge, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2020-02-17T21:55:00Z,FRAPE (Haiti Outreach),"c(785539.298352355, 2183486.27646754)"
19.71502865,-72.25604843,"1re Section Morne Rouge, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(787630.179064386, 2182271.55581841)"
19.7530785,-72.2894758,"1re Section Morne Rouge, Plaine du Nord, Nord, Haiti",Piped into public tap / standpipe / basin,2016-12-05T17:04:00Z,FRAPE (Haiti Outreach),"c(784056.798202468, 2186429.35075587)"
19.6732491,-72.2730435,"2e Section Basse Plaine, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2016-12-03T00:06:00Z,FRAPE (Haiti Outreach),"c(785921.923785538, 2177615.58125008)"
19.7146789,-72.271788,"1re Section Morne Rouge, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2016-12-03T00:03:00Z,FRAPE (Haiti Outreach),"c(785979.954549351, 2182206.20500225)"
19.72266402,-72.27314048,"1re Section Morne Rouge, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(785823.887727195, 2183088.30938901)"
19.7265082,-72.2974211,"1re Section Morne Rouge, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2016-12-03T21:23:00Z,FRAPE (Haiti Outreach),"c(783270.584851494, 2183473.31282421)"
19.7092289,-72.2658475,"1re Section Morne Rouge, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2016-12-03T00:06:00Z,FRAPE (Haiti Outreach),"c(786612.747145114, 2181612.61989188)"
19.72954507,-72.2979717,"1re Section Morne Rouge, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(783207.482279602, 2183808.73334162)"
19.71380151,-72.25876819,"1re Section Morne Rouge, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(787347.110621379, 2182131.03400101)"
19.6473032,-72.2707891,"2e Section Basse Plaine, Plaine du Nord, Nord, Haiti",Protected dug well,2020-07-15T20:54:00Z,NA,"c(786204.525042456, 2174745.77269451)"
19.64728691,-72.2707529,"2e Section Basse Plaine, Plaine du Nord, Nord, Haiti",NA,2021-08-30T01:59:00Z,NA,"c(786208.352388691, 2174744.02940204)"
19.7238131,-72.2943814,"1re Section Morne Rouge, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2016-12-03T16:03:00Z,FRAPE (Haiti Outreach),"c(783594.135690252, 2183179.90570683)"
19.7201744,-72.2896279,"1re Section Morne Rouge, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2016-12-03T16:03:00Z,FRAPE (Haiti Outreach),"c(784099.108945346, 2182784.86726022)"
19.7324612,-72.3016427,"1re Section Morne Rouge, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2016-12-03T21:24:00Z,FRAPE (Haiti Outreach),"c(782817.35377942, 2184125.57138441)"
19.71049588,-72.26688266,"1re Section Morne Rouge, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2020-08-12T16:35:00Z,NA,"c(786501.911231245, 2181751.19509576)"
19.71698235,-72.27104634,"1re Section Morne Rouge, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(786053.641104111, 2182462.57226374)"
19.7111809,-72.2657757,"1re Section Morne Rouge, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2016-12-03T00:07:00Z,FRAPE (Haiti Outreach),"c(786616.795941676, 2181828.93390658)"
19.7245156,-72.248605800000007,"1re Section Morne Rouge, Plaine du Nord, Nord, Haiti",Piped into public tap / standpipe / basin,2016-12-03T11:47:00Z,FRAPE (Haiti Outreach),"c(788393.767740434, 2183334.9289874)"
19.6918069,-72.27277637,"2e Section Basse Plaine, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(785916.97282691, 2179671.37570571)"
19.72631335,-72.29458641,"1re Section Morne Rouge, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(783568.218482047, 2183456.47187625)"
19.6760853,-72.2681655,"2e Section Basse Plaine, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2016-12-09T01:33:00Z,FRAPE (Haiti Outreach),"c(786428.638286305, 2177937.91517153)"
19.6709147,-72.2738039,"2e Section Basse Plaine, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2016-12-03T00:07:00Z,FRAPE (Haiti Outreach),"c(785846.293226245, 2177355.75918278)"
19.7174416,-72.2585232,"1re Section Morne Rouge, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2016-11-29T21:26:00Z,FRAPE (Haiti Outreach),"c(787366.294070873, 2182534.60735492)"
19.7074613,-72.2677278,"1re Section Morne Rouge, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2016-12-03T00:07:00Z,FRAPE (Haiti Outreach),"c(786418.675540157, 2181413.67523891)"
19.71833414,-72.26790715,"1re Section Morne Rouge, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(786380.479843889, 2182617.58671752)"
19.7167273,-72.2827357,"1re Section Morne Rouge, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2016-12-03T02:37:00Z,FRAPE (Haiti Outreach),"c(784828.078338474, 2182414.65108703)"
19.71025226,-72.26933476,"1re Section Morne Rouge, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(786245.149805414, 2181720.07398298)"
19.72387753,-72.27535967,"1re Section Morne Rouge, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(785588.981724625, 2183218.97086136)"
19.7239769,-72.279145,"1re Section Morne Rouge, Plaine du Nord, Nord, Haiti",Piped into public tap / standpipe / basin,2016-12-03T02:35:00Z,FRAPE (Haiti Outreach),"c(785191.805651519, 2183223.60461042)"
19.76728,-72.2451719,"1re Section Bande du Nord, Cap Haitien, Nord, Haiti",Protected spring,2016-11-26T16:00:00Z,FRAPE (Haiti Outreach),"c(788676.916375716, 2188077.20038005)"
19.6762279,-72.2770601,"2e Section Basse Plaine, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2016-12-03T00:07:00Z,FRAPE (Haiti Outreach),"c(785495.252564352, 2177938.74117127)"
19.72720607,-72.29781491,"1re Section Morne Rouge, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2022-06-15T12:47:00Z,NA,"c(783228.052575166, 2183549.94556176)"
19.7152619,-72.2705211,"1re Section Morne Rouge, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2016-12-03T00:07:00Z,FRAPE (Haiti Outreach),"c(786111.794758436, 2182272.91121292)"
19.7152237,-72.2832096,"1re Section Morne Rouge, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2016-12-03T02:38:00Z,FRAPE (Haiti Outreach),"c(784781.040304027, 2182247.32667032)"
19.68728836,-72.26770129,"2e Section Basse Plaine, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(786457.395227164, 2179179.48201957)"
19.7202959,-72.283636,"1re Section Morne Rouge, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2016-12-03T02:38:00Z,FRAPE (Haiti Outreach),"c(784727.325455791, 2182808.37350152)"
19.6540873,-72.2790947,"2e Section Basse Plaine, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2016-12-10T18:27:00Z,FRAPE (Haiti Outreach),"c(785321.021255171, 2175483.18456915)"
19.7137832,-72.2661086,"1re Section Morne Rouge, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2016-12-03T00:07:00Z,FRAPE (Haiti Outreach),"c(786577.23662582, 2182116.58784832)"
19.6787366,-72.2702143,"2e Section Basse Plaine, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2016-12-09T01:33:00Z,FRAPE (Haiti Outreach),"c(786208.983670158, 2178228.10485052)"
19.682320699999998,-72.2697746,"2e Section Basse Plaine, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2016-12-09T01:34:00Z,FRAPE (Haiti Outreach),"c(786248.73679467, 2178625.7985989)"
19.68138823,-72.26729829,"2e Section Basse Plaine, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(786510.177386086, 2178526.69811204)"
19.6740087,-72.2433677,"2e Section Basse Plaine, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2016-12-10T18:27:00Z,FRAPE (Haiti Outreach),"c(789033.933388699, 2177749.90699021)"
19.70197333,-72.29676805,"1re Section Morne Rouge, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(783382.352876964, 2180757.1110421)"
19.7144348,-72.2575892,"1re Section Morne Rouge, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2016-11-29T21:26:00Z,FRAPE (Haiti Outreach),"c(787469.63722368, 2182203.17177989)"
19.6434231,-72.2713411,"2e Section Basse Plaine, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2016-12-10T18:27:00Z,FRAPE (Haiti Outreach),"c(786153.490075601, 2174315.10995964)"
19.6750443,-72.2685895,"2e Section Basse Plaine, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2016-12-09T01:35:00Z,FRAPE (Haiti Outreach),"c(786386.00832047, 2177821.90572517)"
19.72295975,-72.274784,"1re Section Morne Rouge, Plaine du Nord, Nord, Haiti",Piped into public tap / standpipe / basin,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(785650.990079472, 2183118.29290618)"
19.68039886,-72.26900619,"2e Section Basse Plaine, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(786332.767284581, 2178414.24212848)"
19.7063967,-72.2866211,"1re Section Morne Rouge, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2016-12-03T00:07:00Z,FRAPE (Haiti Outreach),"c(784438.856612385, 2181263.98583722)"
19.70607323,-72.28318032,"1re Section Morne Rouge, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(784800.331149226, 2181233.9317561)"
19.7068929,-72.2815792,"1re Section Morne Rouge, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2016-12-03T00:07:00Z,FRAPE (Haiti Outreach),"c(784966.818761575, 2181327.40095194)"
19.730225,-72.255827300000007,"1re Section Morne Rouge, Plaine du Nord, Nord, Haiti",Unprotected spring,2016-12-03T00:07:00Z,FRAPE (Haiti Outreach),"c(787626.147837665, 2183955.00713755)"
19.72560672,-72.26728857,"1re Section Morne Rouge, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(786432.384231041, 2183424.10217896)"
19.708748,-72.2680744,"1re Section Morne Rouge, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2016-12-03T00:07:00Z,FRAPE (Haiti Outreach),"c(786380.027518478, 2181555.59774011)"
19.70992779,-72.26946887,"1re Section Morne Rouge, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(786231.661330521, 2181683.91129805)"
19.7125619,-72.2612844,"1re Section Morne Rouge, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2016-11-29T21:25:00Z,FRAPE (Haiti Outreach),"c(787085.410200218, 2181989.48062545)"
19.7154903,-72.2902404,"1re Section Morne Rouge, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2016-12-03T16:03:00Z,FRAPE (Haiti Outreach),"c(784043.154083724, 2182265.06406431)"
19.65125405,-72.28359613,"2e Section Basse Plaine, Plaine du Nord, Nord, Haiti",NA,2021-08-29T20:37:00Z,NA,"c(784853.721213048, 2175161.85124948)"
19.63881848,-72.27188708,"2e Section Basse Plaine, Plaine du Nord, Nord, Haiti",NA,2021-08-30T01:59:00Z,NA,"c(786104.367847948, 2173804.2149613)"
19.7411214,-72.30619,"1re Section Morne Rouge, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2016-12-03T21:24:00Z,FRAPE (Haiti Outreach),"c(782325.233921504, 2185077.12248213)"
19.7204623,-72.2453635,"2e Section Haut du Cap, Cap Haitien, Nord, Haiti",Borehole or tubewell,2016-11-29T10:06:00Z,FRAPE (Haiti Outreach),"c(788741.109780444, 2182891.5202569)"
19.67564164,-72.24303972,"2e Section Basse Plaine, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(789065.410611912, 2177931.32234978)"
19.67596086,-72.26714661,"2e Section Basse Plaine, Plaine du Nord, Nord, Haiti",NA,2021-08-30T22:26:00Z,NA,"c(786535.751925893, 2177925.85060612)"
19.7171612,-72.2500796,"1re Section Morne Rouge, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2016-12-03T00:08:00Z,FRAPE (Haiti Outreach),"c(788252.397804467, 2182517.88085665)"
19.73441497,-72.30503009,"1re Section Morne Rouge, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2016-08-20T15:48:00Z,FRAPE (Haiti Outreach),"c(782458.675478386, 2184336.30586861)"
19.7297686,-72.3039095,"1re Section Morne Rouge, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2016-12-03T21:24:00Z,FRAPE (Haiti Outreach),"c(782584.372961485, 2183823.57949023)"
19.7425626,-72.2854178,"1re Section Morne Rouge, Plaine du Nord, Nord, Haiti",Unprotected spring,2016-12-05T17:05:00Z,FRAPE (Haiti Outreach),"c(784500.97305542, 2185271.49243481)"
19.7356237,-72.3003732,"1re Section Morne Rouge, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2016-12-03T21:24:00Z,FRAPE (Haiti Outreach),"c(782944.911284337, 2184477.94432188)"
19.71557089,-72.27742262,"1re Section Morne Rouge, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(785387.38454329, 2182295.50588513)"
19.66476962,-72.27359657,"2e Section Basse Plaine, Plaine du Nord, Nord, Haiti",NA,2021-08-26T16:46:00Z,NA,"c(785878.953206649, 2176675.51871508)"
19.67310795,-72.27407147,"2e Section Basse Plaine, Plaine du Nord, Nord, Haiti",NA,2021-08-26T19:13:00Z,NA,"c(785814.328157152, 2177598.21937987)"
19.7120235,-72.2628417,"1re Section Morne Rouge, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2016-11-29T21:26:00Z,FRAPE (Haiti Outreach),"c(786923.031437262, 2181927.21548913)"
19.7046272,-72.2719062,"1re Section Morne Rouge, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2016-12-03T00:08:00Z,FRAPE (Haiti Outreach),"c(785985.44781606, 2181092.73951076)"
19.6777242,-72.2741451,"2e Section Basse Plaine, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(785798.407684175, 2178109.36157268)"
19.7344426,-72.3005162,"1re Section Morne Rouge, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2016-05-13T16:29:00Z,FRAPE (Haiti Outreach),"c(782931.997644904, 2184346.89609157)"
19.6774554,-72.2703152,"2e Section Basse Plaine, Plaine du Nord, Nord, Haiti",Piped into public tap / standpipe / basin,2016-12-09T01:35:00Z,FRAPE (Haiti Outreach),"c(786200.676587345, 2178086.03708026)"
19.6668934,-72.2735385,"2e Section Basse Plaine, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2016-12-03T00:08:00Z,FRAPE (Haiti Outreach),"c(785881.276069007, 2176910.83239421)"
19.64347456,-72.27139253,"2e Section Basse Plaine, Plaine du Nord, Nord, Haiti",NA,2021-08-30T01:59:00Z,NA,"c(786148.00213817, 2174320.72286785)"
19.67714026,-72.27117173,"2e Section Basse Plaine, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(786111.378823951, 2178049.69173341)"
19.6851822,-72.27003747,"2e Section Basse Plaine, Plaine du Nord, Nord, Haiti",NA,2021-08-30T20:20:00Z,NA,"c(786216.069979667, 2178942.27800764)"
19.7110418,-72.2654167,"1re Section Morne Rouge, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2016-12-03T00:08:00Z,FRAPE (Haiti Outreach),"c(786654.698762499, 2181814.13452813)"
19.7282388,-72.2529252,"1re Section Morne Rouge, Plaine du Nord, Nord, Haiti",Protected spring,2016-12-03T00:08:00Z,FRAPE (Haiti Outreach),"c(787934.071282784, 2183739.95202792)"
19.67618875,-72.2685663,"2e Section Basse Plaine, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(786386.406176708, 2177948.69716533)"
19.68674633,-72.26150903,"2e Section Basse Plaine, Plaine du Nord, Nord, Haiti",NA,2021-08-24T22:30:00Z,NA,"c(787107.950828465, 2179129.90546007)"
19.7304446,-72.2764732,"1re Section Morne Rouge, Plaine du Nord, Nord, Haiti",Protected spring,2016-12-03T02:38:00Z,FRAPE (Haiti Outreach),"c(785460.517492148, 2183944.42390509)"
19.7282343,-72.2457332,"1re Section Morne Rouge, Plaine du Nord, Nord, Haiti",Protected spring,2016-11-29T10:06:00Z,FRAPE (Haiti Outreach),"c(788688.358318044, 2183751.68674211)"
19.7290335,-72.3022028,"1re Section Morne Rouge, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2016-12-03T21:24:00Z,FRAPE (Haiti Outreach),"c(782764.654514493, 2183745.0119367)"
19.67760052,-72.26869678,"2e Section Basse Plaine, Plaine du Nord, Nord, Haiti",NA,2021-08-23T20:23:00Z,NA,"c(786370.205787255, 2178104.83636765)"
19.7622918,-72.2398443,"1re Section Bande du Nord, Cap Haitien, Nord, Haiti",Protected dug well,2016-11-26T16:01:00Z,FRAPE (Haiti Outreach),"c(789244.534961378, 2187533.82252029)"
19.7100223,-72.269327,"1re Section Morne Rouge, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2016-12-03T00:08:00Z,FRAPE (Haiti Outreach),"c(786246.373430972, 2181694.61803739)"
19.7009396,-72.2948785,"1re Section Morne Rouge, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2016-12-03T00:08:00Z,FRAPE (Haiti Outreach),"c(783582.374312238, 2180645.77903536)"
19.6873554,-72.2692382,"2e Section Basse Plaine, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2016-12-09T01:36:00Z,FRAPE (Haiti Outreach),"c(786296.049457267, 2179184.31554898)"
19.7168183,-72.2685982,"1re Section Morne Rouge, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2016-12-03T00:08:00Z,FRAPE (Haiti Outreach),"c(786310.702973673, 2182448.53404002)"
19.6938164,-72.2621482,"2e Section Basse Plaine, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2016-12-09T01:52:00Z,FRAPE (Haiti Outreach),"c(787028.282486684, 2179911.86747468)"
19.72693982,-72.24802192,"1re Section Morne Rouge, Plaine du Nord, Nord, Haiti",Piped into public tap / standpipe / basin,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(788450.648979199, 2183604.41898941)"
19.71749618,-72.28311293,"1re Section Morne Rouge, Plaine du Nord, Nord, Haiti",Piped into public tap / standpipe / basin,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(784787.150060124, 2182499.17360763)"
19.67735712,-72.27093161,"2e Section Basse Plaine, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2020-05-22T14:38:00Z,FRAPE (Haiti Outreach),"c(786136.184172878, 2178074.11411208)"
19.7153805,-72.2863844,"1re Section Morne Rouge, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2016-12-03T02:38:00Z,FRAPE (Haiti Outreach),"c(784447.778143245, 2182259.36542561)"
19.68681042,-72.26477701,"2e Section Basse Plaine, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(786765.013356137, 2179131.48283521)"
19.7291418,-72.2521228,"1re Section Morne Rouge, Plaine du Nord, Nord, Haiti",Protected spring,2016-12-03T00:08:00Z,FRAPE (Haiti Outreach),"c(788016.604394481, 2183841.32759599)"
19.63557884,-72.27313553,"2e Section Basse Plaine, Plaine du Nord, Nord, Haiti",NA,2021-08-30T01:59:00Z,NA,"c(785979.105653198, 2173443.31674234)"
19.7204295,-72.2891196,"1re Section Morne Rouge, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2016-12-03T16:03:00Z,FRAPE (Haiti Outreach),"c(784151.968076685, 2182813.97198909)"
19.6759353,-72.2696011,"2e Section Basse Plaine, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2016-12-09T01:52:00Z,FRAPE (Haiti Outreach),"c(786278.295841802, 2177918.88301518)"
19.67747423,-72.27101351,"2e Section Basse Plaine, Plaine du Nord, Nord, Haiti",Unprotected dug well,2021-09-21T18:02:00Z,NA,"c(786127.383919694, 2178086.94657898)"
19.7503099,-72.2909662,"1re Section Morne Rouge, Plaine du Nord, Nord, Haiti",Piped into public tap / standpipe / basin,2016-12-05T17:05:00Z,FRAPE (Haiti Outreach),"c(783905.42041461, 2186120.21992739)"
19.7210212,-72.2514402,"1re Section Morne Rouge, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2016-12-03T00:08:00Z,FRAPE (Haiti Outreach),"c(788102.766571019, 2182943.08541093)"
19.7134653,-72.2689991,"1re Section Morne Rouge, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2016-12-03T00:08:00Z,FRAPE (Haiti Outreach),"c(786274.630982233, 2182076.49819548)"
19.71364464,-72.26384629,"1re Section Morne Rouge, Plaine du Nord, Nord, Haiti",Borehole or tubewell,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(786814.768435549, 2182105.06541465)"
