latitude,longitude,administra,type,date_added,datasets,geometry
19.75192514,-72.20686441,"2e Section Haut du Cap, Cap Haitien, Nord, Haiti",NA,2021-04-07T14:37:00Z,NA,"c(792721.641906899, 2186442.32965105)"
19.73709233,-72.21318472,"2e Section Haut du Cap, Cap Haitien, Nord, Haiti",Borehole or tubewell,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(792085.881145764, 2184788.55285016)"
19.75203331,-72.20634463,"2e Section Haut du Cap, Cap Haitien, Nord, Haiti",NA,2021-04-07T13:39:00Z,NA,"c(792775.951009669, 2186455.20926349)"
19.72353825,-72.18816809,"3e Section Petit Anse, Cap Haitien, Nord, Haiti",Borehole or tubewell,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(794734.393898944, 2183330.62195856)"
19.7516117,-72.2063409,"2e Section Haut du Cap, Cap Haitien, Nord, Haiti",Borehole or tubewell,2016-12-13T22:22:00Z,FRAPE (Haiti Outreach),"c(792777.11224182, 2186408.51854027)"
19.72478489,-72.17735846,"3e Section Petit Anse, Cap Haitien, Nord, Haiti",Borehole or tubewell,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(795865.866229158, 2183487.53031634)"
19.7426658,-72.20823645,"2e Section Haut du Cap, Cap Haitien, Nord, Haiti",NA,2021-04-08T16:30:00Z,NA,"c(792594.660438246, 2185414.40281962)"
19.73472326,-72.21982084,"2e Section Haut du Cap, Cap Haitien, Nord, Haiti",Borehole or tubewell,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(791394.2279475, 2184514.73225516)"
19.7354744,-72.1847075,"3e Section Petit Anse, Cap Haitien, Nord, Haiti",Unprotected dug well,2020-08-21T15:55:00Z,NA,"c(795075.41024618, 2184658.69660154)"
19.7680489,-72.1943756,"1re Section Bande du Nord, Cap Haitien, Nord, Haiti",NA,2021-03-30T16:55:00Z,NA,"c(794001.695997083, 2188249.84114254)"
19.72580397,-72.18022574,"3e Section Petit Anse, Cap Haitien, Nord, Haiti",Borehole or tubewell,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(795563.256178227, 2183595.40265497)"
19.71876306,-72.18411461,"1re Section Basse Plaine (Quartier Morin), Quartier Morin, Nord, Haiti",Borehole or tubewell,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(795168.321479065, 2182808.77167244)"
19.76399491,-72.19858523,"2e Section Haut du Cap, Cap Haitien, Nord, Haiti",NA,2021-03-31T17:17:00Z,NA,"c(793567.725660162, 2187793.51106092)"
19.76417861,-72.20569364,"2e Section Haut du Cap, Cap Haitien, Nord, Haiti",NA,2021-04-06T19:49:00Z,NA,"c(792822.021209157, 2187801.53982643)"
19.78069881,-72.22701117,"1re Section Bande du Nord, Cap Haitien, Nord, Haiti",Protected spring,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(790556.765443841, 2189594.52995671)"
19.72401924,-72.19172068,"3e Section Petit Anse, Cap Haitien, Nord, Haiti",Borehole or tubewell,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(794360.89969303, 2183377.72400252)"
19.75244575,-72.2071282,"2e Section Haut du Cap, Cap Haitien, Nord, Haiti",NA,2021-04-07T14:56:00Z,NA,"c(792693.028939373, 2186499.53587831)"
19.767056,-72.2063179,"2e Section Haut du Cap, Cap Haitien, Nord, Haiti",Unprotected spring,2016-11-23T05:40:00Z,FRAPE (Haiti Outreach),"c(792751.304004843, 2188119.1572835)"
19.76475981,-72.20186459,"1re Section Bande du Nord, Cap Haitien, Nord, Haiti",NA,2021-04-01T13:07:00Z,NA,"c(793222.460188531, 2187872.54458933)"
19.73356853,-72.21727207,"2e Section Haut du Cap, Cap Haitien, Nord, Haiti",Borehole or tubewell,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(791663.630185741, 2184391.22161065)"
19.73059126,-72.20025513,"3e Section Petit Anse, Cap Haitien, Nord, Haiti",Piped into public tap / standpipe / basin,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(793453.757038032, 2184090.84053768)"
19.73346344,-72.18434427,"3e Section Petit Anse, Cap Haitien, Nord, Haiti",Borehole or tubewell,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(795117.203789874, 2184436.59404563)"
19.73553203,-72.18247904,"3e Section Petit Anse, Cap Haitien, Nord, Haiti",NA,2021-04-07T17:01:00Z,NA,"c(795309.019026258, 2184668.96229913)"
19.7708023,-72.2083798,"1re Section Bande du Nord, Cap Haitien, Nord, Haiti",Unprotected spring,2016-11-26T16:25:00Z,FRAPE (Haiti Outreach),"c(792528.260199592, 2188530.52768162)"
19.73454299,-72.18239467,"3e Section Petit Anse, Cap Haitien, Nord, Haiti",NA,2021-04-07T19:21:00Z,NA,"c(795319.688095446, 2184559.56251824)"
19.72355088,-72.18408745,"3e Section Petit Anse, Cap Haitien, Nord, Haiti",Borehole or tubewell,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(795162.368370976, 2183339.12037986)"
19.73075253,-72.19175924,"3e Section Petit Anse, Cap Haitien, Nord, Haiti",Borehole or tubewell,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(794344.507047893, 2184123.43632742)"
19.73770156,-72.21451976,"2e Section Haut du Cap, Cap Haitien, Nord, Haiti",NA,2021-04-08T13:48:00Z,NA,"c(791944.761252862, 2184853.72914538)"
19.75621277,-72.21096352,"1re Section Bande du Nord, Cap Haitien, Nord, Haiti",Borehole or tubewell,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(792283.970414114, 2186910.14041553)"
19.7264686,-72.2290314,"2e Section Haut du Cap, Cap Haitien, Nord, Haiti",Unprotected dug well,2017-08-08T12:43:00Z,NA,"c(790443.209994594, 2183584.65506198)"
19.7562492,-72.2109382,"1re Section Bande du Nord, Cap Haitien, Nord, Haiti",Piped into public tap / standpipe / basin,2016-11-26T16:26:00Z,FRAPE (Haiti Outreach),"c(792286.55906954, 2186914.21908376)"
19.7585251,-72.2028565,"2e Section Haut du Cap, Cap Haitien, Nord, Haiti",Borehole or tubewell,2021-04-08T19:05:00Z,NA,"c(793129.8593362, 2187180.27237726)"
19.72791502,-72.19112892,"3e Section Petit Anse, Cap Haitien, Nord, Haiti",Borehole or tubewell,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(794415.820341241, 2183810.24839263)"
19.75620015,-72.21108019,"1re Section Bande du Nord, Cap Haitien, Nord, Haiti",Piped into public tap / standpipe / basin,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(792271.759206101, 2186908.54117885)"
19.7280599,-72.1818907,"3e Section Petit Anse, Cap Haitien, Nord, Haiti",Borehole or tubewell,2016-12-08T01:42:00Z,FRAPE (Haiti Outreach),"c(795384.477133971, 2183842.36890053)"
19.7434341,-72.2091312,"2e Section Haut du Cap, Cap Haitien, Nord, Haiti",Protected dug well,2021-10-01T14:26:00Z,NA,"c(792499.425935854, 2185497.95344828)"
19.73767501,-72.21383962,"2e Section Haut du Cap, Cap Haitien, Nord, Haiti",NA,2021-04-08T12:58:00Z,NA,"c(792016.138388087, 2184851.96068465)"
19.734111,-72.1864382,"3e Section Petit Anse, Cap Haitien, Nord, Haiti",Borehole or tubewell,2016-12-09T08:21:00Z,FRAPE (Haiti Outreach),"c(794896.405372019, 2184504.67257149)"
19.72509987,-72.16961861,"3e Section Petit Anse, Cap Haitien, Nord, Haiti",Borehole or tubewell,2021-09-24T12:41:00Z,NA,"c(796677.078338259, 2183535.94525359)"
19.72532521,-72.17982274,"3e Section Petit Anse, Cap Haitien, Nord, Haiti",Borehole or tubewell,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(795606.40605798, 2183543.07751298)"
19.7397356,-72.19051402,"3e Section Petit Anse, Cap Haitien, Nord, Haiti",Piped into public tap / standpipe / basin,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(794458.617685363, 2185120.56598246)"
19.73398763,-72.17756163,"3e Section Petit Anse, Cap Haitien, Nord, Haiti",Piped into public tap / standpipe / basin,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(795827.592437116, 2184506.48114059)"
19.72627517,-72.22712886,"2e Section Haut du Cap, Cap Haitien, Nord, Haiti",Borehole or tubewell,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(790643.098837345, 2183566.49218932)"
19.7638777,-72.2036348,"2e Section Haut du Cap, Cap Haitien, Nord, Haiti",Borehole or tubewell,2016-11-26T16:26:00Z,FRAPE (Haiti Outreach),"c(793038.455475868, 2187771.77562392)"
19.76413941,-72.20158103,"2e Section Haut du Cap, Cap Haitien, Nord, Haiti",NA,2021-04-06T15:08:00Z,NA,"c(793253.329207474, 2187804.32076299)"
19.73361682,-72.17969231,"3e Section Petit Anse, Cap Haitien, Nord, Haiti",Borehole or tubewell,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(795604.812841872, 2184461.69133733)"
19.7635589,-72.2016472,"2e Section Haut du Cap, Cap Haitien, Nord, Haiti",NA,2021-04-06T13:23:00Z,NA,"c(793247.453536763, 2187739.90900758)"
19.72534635,-72.19382554,"3e Section Petit Anse, Cap Haitien, Nord, Haiti",Borehole or tubewell,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(794137.701517358, 2183521.0610453)"
19.76446516,-72.19857057,"2e Section Haut du Cap, Cap Haitien, Nord, Haiti",NA,2021-03-31T18:55:00Z,NA,"c(793568.401025034, 2187845.62131933)"
19.7366801,-72.2120426,"2e Section Haut du Cap, Cap Haitien, Nord, Haiti",Borehole or tubewell,2016-12-01T01:52:00Z,FRAPE (Haiti Outreach),"c(792206.410951253, 2184744.86425658)"
19.7379135,-72.2161775,"2e Section Haut du Cap, Cap Haitien, Nord, Haiti",Borehole or tubewell,2016-11-30T03:22:00Z,FRAPE (Haiti Outreach),"c(791770.522558952, 2184874.34745912)"
19.72910008,-72.18523242,"3e Section Petit Anse, Cap Haitien, Nord, Haiti",Borehole or tubewell,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(795032.078157897, 2183951.7593851)"
19.73088035,-72.18225013,"3e Section Petit Anse, Cap Haitien, Nord, Haiti",Borehole or tubewell,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(795341.588721128, 2184154.13764668)"
19.75615345,-72.20332325,"2e Section Haut du Cap, Cap Haitien, Nord, Haiti",Borehole or tubewell,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(793085.253315939, 2186916.78140466)"
19.73239991,-72.18700904,"3e Section Petit Anse, Cap Haitien, Nord, Haiti",Borehole or tubewell,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(794839.681057223, 2184314.15814545)"
19.73124485,-72.19158858,"3e Section Petit Anse, Cap Haitien, Nord, Haiti",Borehole or tubewell,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(794361.502750168, 2184178.26213768)"
19.7340416,-72.18847018,"3e Section Petit Anse, Cap Haitien, Nord, Haiti",Borehole or tubewell,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(794683.422999331, 2184493.45064486)"
19.73799033,-72.21483414,"2e Section Haut du Cap, Cap Haitien, Nord, Haiti",NA,2021-04-08T13:43:00Z,NA,"c(791911.265584834, 2184885.17113705)"
19.7596236,-72.199034,"2e Section Haut du Cap, Cap Haitien, Nord, Haiti",NA,2021-01-27T14:20:00Z,NA,"c(793528.677956294, 2187308.56706602)"
19.73549574,-72.18324566,"3e Section Petit Anse, Cap Haitien, Nord, Haiti",NA,2021-04-07T19:21:00Z,NA,"c(795228.684764447, 2184663.60679111)"
19.746673,-72.2080505,"2e Section Haut du Cap, Cap Haitien, Nord, Haiti",Borehole or tubewell,2016-12-03T21:40:00Z,FRAPE (Haiti Outreach),"c(792606.848920331, 2185858.55743166)"
19.72988402,-72.20086198,"3e Section Petit Anse, Cap Haitien, Nord, Haiti",Borehole or tubewell,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(793391.404007688, 2184011.45640042)"
19.76441757,-72.19874322,"2e Section Haut du Cap, Cap Haitien, Nord, Haiti",NA,2021-03-31T17:53:00Z,NA,"c(793550.38464043, 2187840.05070412)"
19.76704053,-72.20632095,"2e Section Haut du Cap, Cap Haitien, Nord, Haiti",Piped into public tap / standpipe / basin,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(792751.012474786, 2188117.43855898)"
19.76293575,-72.2018289,"2e Section Haut du Cap, Cap Haitien, Nord, Haiti",NA,2021-04-06T16:48:00Z,NA,"c(793229.54159473, 2187670.57426149)"
19.7513934,-72.2198816,"1re Section Bande du Nord, Cap Haitien, Nord, Haiti",Unprotected spring,2016-12-03T11:47:00Z,FRAPE (Haiti Outreach),"c(791357.568119602, 2186360.98076757)"
19.74095529,-72.18780097,"3e Section Petit Anse, Cap Haitien, Nord, Haiti",Borehole or tubewell,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(794740.905009184, 2185260.37768152)"
19.7296751,-72.18782444,"3e Section Petit Anse, Cap Haitien, Nord, Haiti",Borehole or tubewell,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(794759.167681955, 2184010.93875691)"
19.72576105,-72.1804145,"3e Section Petit Anse, Cap Haitien, Nord, Haiti",Borehole or tubewell,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(795543.537324653, 2183590.31968265)"
19.74275057,-72.2000201,"3e Section Petit Anse, Cap Haitien, Nord, Haiti",Borehole or tubewell,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(793456.163399606, 2185438.00651113)"
19.7473116,-72.2046378,"3e Section Petit Anse, Cap Haitien, Nord, Haiti",Piped into public tap / standpipe / basin,2021-05-19T17:29:00Z,NA,"c(792963.566337078, 2185935.18869811)"
19.7636606,-72.2118194,"1re Section Bande du Nord, Cap Haitien, Nord, Haiti",Unprotected spring,2016-11-23T20:43:00Z,FRAPE (Haiti Outreach),"c(792180.638999331, 2187733.57577612)"
19.72591822,-72.17474531,"3e Section Petit Anse, Cap Haitien, Nord, Haiti",Borehole or tubewell,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(796137.85516232, 2183617.62231215)"
19.72921338,-72.19253708,"3e Section Petit Anse, Cap Haitien, Nord, Haiti",Borehole or tubewell,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(794265.74959761, 2183951.6093089)"
19.7374378,-72.1850251,"3e Section Petit Anse, Cap Haitien, Nord, Haiti",Borehole or tubewell,2016-12-08T01:42:00Z,FRAPE (Haiti Outreach),"c(795038.490267283, 2184875.61085991)"
19.7681064,-72.1943832,"1re Section Bande du Nord, Cap Haitien, Nord, Haiti",NA,2021-03-30T16:55:00Z,NA,"c(794000.793537315, 2188256.19664557)"
19.73067363,-72.19327368,"3e Section Petit Anse, Cap Haitien, Nord, Haiti",Borehole or tubewell,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(794185.817571734, 2184112.0677378)"
19.7689176,-72.2024249,"1re Section Bande du Nord, Cap Haitien, Nord, Haiti",Unprotected spring,2016-11-17T22:25:00Z,FRAPE (Haiti Outreach),"c(793156.09728007, 2188332.08878363)"
19.7354618,-72.1824416,"3e Section Petit Anse, Cap Haitien, Nord, Haiti",Borehole or tubewell,2016-12-08T01:42:00Z,FRAPE (Haiti Outreach),"c(795313.074909893, 2184661.24882656)"
19.72825618,-72.19477404,"3e Section Petit Anse, Cap Haitien, Nord, Haiti",Borehole or tubewell,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(794032.889321906, 2183841.7076666)"
19.73927549,-72.19029743,"3e Section Petit Anse, Cap Haitien, Nord, Haiti",Borehole or tubewell,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(794482.177095042, 2185069.98059957)"
19.72951888,-72.18945757,"3e Section Petit Anse, Cap Haitien, Nord, Haiti",Borehole or tubewell,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(794588.170551065, 2183990.79627876)"
19.74425361,-72.19926506,"3e Section Petit Anse, Cap Haitien, Nord, Haiti",Borehole or tubewell,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(793532.59428586, 2185605.79099275)"
19.73264576,-72.18519889,"3e Section Petit Anse, Cap Haitien, Nord, Haiti",Borehole or tubewell,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(795029.075987848, 2184344.539143)"
19.73727663,-72.19705224,"3e Section Petit Anse, Cap Haitien, Nord, Haiti",Borehole or tubewell,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(793777.433225792, 2184836.85917361)"
19.7544317,-72.2073149,"2e Section Haut du Cap, Cap Haitien, Nord, Haiti",Borehole or tubewell,2016-12-13T22:23:00Z,FRAPE (Haiti Outreach),"c(792669.824305905, 2186719.17516736)"
19.73078662,-72.18412165,"3e Section Petit Anse, Cap Haitien, Nord, Haiti",Borehole or tubewell,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(795145.475464024, 2184140.49554452)"
19.7240907,-72.170364,"1re Section Basse Plaine (Quartier Morin), Quartier Morin, Nord, Haiti",Unprotected dug well,2016-11-15T20:08:00Z,FRAPE (Haiti Outreach),"c(796600.762702625, 2183422.8636197)"
19.76455692,-72.1987904,"2e Section Haut du Cap, Cap Haitien, Nord, Haiti",NA,2021-03-31T18:07:00Z,NA,"c(793545.182099726, 2187855.40323256)"
19.73855661,-72.2013535,"3e Section Petit Anse, Cap Haitien, Nord, Haiti",Borehole or tubewell,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(793323.997935337, 2184971.17619776)"
19.7375035,-72.1861221,"3e Section Petit Anse, Cap Haitien, Nord, Haiti",Borehole or tubewell,2016-12-08T01:42:00Z,FRAPE (Haiti Outreach),"c(794923.320645954, 2184880.97775779)"
19.73701028,-72.21933436,"2e Section Haut du Cap, Cap Haitien, Nord, Haiti",Borehole or tubewell,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(791441.093077424, 2184768.87485762)"
19.7325514,-72.22243968,"2e Section Haut du Cap, Cap Haitien, Nord, Haiti",Borehole or tubewell,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(791123.517179, 2184269.68023743)"
19.764949,-72.2059776,"2e Section Haut du Cap, Cap Haitien, Nord, Haiti",Piped into public tap / standpipe / basin,2016-11-17T22:25:00Z,FRAPE (Haiti Outreach),"c(792790.837836502, 2187886.37628813)"
19.7353718,-72.2183585,"2e Section Haut du Cap, Cap Haitien, Nord, Haiti",Borehole or tubewell,2016-11-30T03:23:00Z,FRAPE (Haiti Outreach),"c(791546.412820671, 2184589.07880837)"
19.747219,-72.2017617,"3e Section Petit Anse, Cap Haitien, Nord, Haiti",Other,2019-09-02T13:46:00Z,FRAPE (Haiti Outreach),"c(793265.347053404, 2185929.91077463)"
19.7627056,-72.2114024,"1re Section Bande du Nord, Cap Haitien, Nord, Haiti",Unprotected spring,2016-11-23T20:43:00Z,FRAPE (Haiti Outreach),"c(792226.106443405, 2187628.52114882)"
19.74193893,-72.21325044,"2e Section Haut du Cap, Cap Haitien, Nord, Haiti",Borehole or tubewell,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(792070.163582982, 2185325.24193174)"
19.73581234,-72.21710444,"2e Section Haut du Cap, Cap Haitien, Nord, Haiti",Borehole or tubewell,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(791677.131433609, 2184640.03055192)"
19.72521001,-72.1758524,"3e Section Petit Anse, Cap Haitien, Nord, Haiti",Borehole or tubewell,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(796023.045044282, 2183537.24639)"
19.73975075,-72.19121844,"3e Section Petit Anse, Cap Haitien, Nord, Haiti",Borehole or tubewell,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(794384.714539786, 2185121.01967621)"
19.72809901,-72.19433885,"3e Section Petit Anse, Cap Haitien, Nord, Haiti",Borehole or tubewell,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(794078.820581231, 2183825.05456499)"
19.7730645,-72.2123171,"1re Section Bande du Nord, Cap Haitien, Nord, Haiti",Piped into public tap / standpipe / basin,2016-11-26T16:26:00Z,FRAPE (Haiti Outreach),"c(792111.298254272, 2188774.28194043)"
19.7360701,-72.2180041,"2e Section Haut du Cap, Cap Haitien, Nord, Haiti",Unprotected dug well,2016-11-30T03:23:00Z,FRAPE (Haiti Outreach),"c(791582.311374768, 2184667.03108034)"
19.7335658,-72.1742312,"3e Section Petit Anse, Cap Haitien, Nord, Haiti",Borehole or tubewell,2016-12-08T01:42:00Z,FRAPE (Haiti Outreach),"c(796177.662665364, 2184465.57669118)"
19.7650189,-72.2059694,"2e Section Haut du Cap, Cap Haitien, Nord, Haiti",Borehole or tubewell,2016-11-17T22:26:00Z,FRAPE (Haiti Outreach),"c(792791.569885197, 2187894.13255499)"
19.73437549,-72.21777096,"2e Section Haut du Cap, Cap Haitien, Nord, Haiti",Borehole or tubewell,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(791609.841889472, 2184479.74040142)"
19.78317121,-72.21548267,"1re Section Bande du Nord, Cap Haitien, Nord, Haiti",NA,2021-03-31T14:55:00Z,NA,"c(791760.963360142, 2189888.22412519)"
19.77004488,-72.24541515,"1re Section Bande du Nord, Cap Haitien, Nord, Haiti",Protected spring,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(788646.427722908, 2188383.01373255)"
19.7680208,-72.1943245,"1re Section Bande du Nord, Cap Haitien, Nord, Haiti",NA,2021-03-30T16:55:00Z,NA,"c(794007.105684379, 2188246.81759144)"
19.73588232,-72.21127043,"2e Section Haut du Cap, Cap Haitien, Nord, Haiti",NA,2021-08-19T20:45:00Z,NA,"c(792288.845428985, 2184657.83514709)"
19.74346594,-72.2091952,"2e Section Haut du Cap, Cap Haitien, Nord, Haiti",NA,2021-04-08T14:39:00Z,NA,"c(792492.656163178, 2185501.36948509)"
19.7514881,-72.20568761,"2e Section Haut du Cap, Cap Haitien, Nord, Haiti",Borehole or tubewell,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(792845.845406884, 2186395.9585814)"
19.7383434,-72.2127852,"2e Section Haut du Cap, Cap Haitien, Nord, Haiti",Borehole or tubewell,2016-12-01T01:52:00Z,FRAPE (Haiti Outreach),"c(792125.502212267, 2184927.80839431)"
19.762818,-72.2108076,"1re Section Bande du Nord, Cap Haitien, Nord, Haiti",Protected spring,2016-11-23T20:43:00Z,FRAPE (Haiti Outreach),"c(792288.270613175, 2187641.99777627)"
19.7411017,-72.211574,"2e Section Haut du Cap, Cap Haitien, Nord, Haiti",Borehole or tubewell,2016-12-01T01:52:00Z,FRAPE (Haiti Outreach),"c(792247.499202739, 2185235.40302782)"
19.7500287,-72.221217,"2e Section Haut du Cap, Cap Haitien, Nord, Haiti",Piped into public tap / standpipe / basin,2016-12-03T11:47:00Z,FRAPE (Haiti Outreach),"c(791220.011568887, 2186207.53169782)"
19.7723013,-72.2142681,"1re Section Bande du Nord, Cap Haitien, Nord, Haiti",Piped into public tap / standpipe / basin,2016-11-26T16:26:00Z,FRAPE (Haiti Outreach),"c(791908.126254921, 2188686.38229812)"
19.72791186,-72.18093652,"3e Section Petit Anse, Cap Haitien, Nord, Haiti",Borehole or tubewell,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(795484.826287596, 2183827.63506594)"
19.73594622,-72.18229657,"3e Section Petit Anse, Cap Haitien, Nord, Haiti",NA,2021-04-07T17:06:00Z,NA,"c(795327.393525276, 2184715.15635726)"
19.76471634,-72.19885717,"2e Section Haut du Cap, Cap Haitien, Nord, Haiti",NA,2021-03-31T18:11:00Z,NA,"c(793537.888636029, 2187872.9447242)"
19.73221498,-72.18806449,"3e Section Petit Anse, Cap Haitien, Nord, Haiti",Borehole or tubewell,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(794729.326153688, 2184291.83919361)"
19.7315797,-72.19058376,"3e Section Petit Anse, Cap Haitien, Nord, Haiti",Borehole or tubewell,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(794466.273349413, 2184217.09583885)"
19.73570094,-72.21679464,"2e Section Haut du Cap, Cap Haitien, Nord, Haiti",Borehole or tubewell,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(791709.824186693, 2184628.22542717)"
19.7368381,-72.1839029,"3e Section Petit Anse, Cap Haitien, Nord, Haiti",Unprotected dug well,2016-12-08T01:42:00Z,FRAPE (Haiti Outreach),"c(795157.285470317, 2184811.14239766)"
19.76395587,-72.20208157,"2e Section Haut du Cap, Cap Haitien, Nord, Haiti",NA,2021-04-06T14:08:00Z,NA,"c(793201.179929646, 2187783.12449055)"
19.72928281,-72.17535853,"3e Section Petit Anse, Cap Haitien, Nord, Haiti",Borehole or tubewell,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(796067.331483999, 2183989.21721842)"
19.7336676,-72.1763067,"3e Section Petit Anse, Cap Haitien, Nord, Haiti",Borehole or tubewell,2016-12-08T01:42:00Z,FRAPE (Haiti Outreach),"c(795959.79824724, 2184473.22569208)"
19.7374204,-72.186957,"3e Section Petit Anse, Cap Haitien, Nord, Haiti",Borehole or tubewell,2016-12-08T01:42:00Z,FRAPE (Haiti Outreach),"c(794835.912608556, 2184870.32035362)"
19.72584942,-72.17488211,"3e Section Petit Anse, Cap Haitien, Nord, Haiti",Borehole or tubewell,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(796123.633932351, 2183609.76294877)"
19.7396785,-72.1908248,"3e Section Petit Anse, Cap Haitien, Nord, Haiti",Protected dug well,2016-12-13T22:54:00Z,FRAPE (Haiti Outreach),"c(794426.129755587, 2185113.70138364)"
19.76763276,-72.1947965,"1re Section Bande du Nord, Cap Haitien, Nord, Haiti",Borehole or tubewell,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(793958.326303626, 2188203.01795343)"
19.72490893,-72.1802472,"3e Section Petit Anse, Cap Haitien, Nord, Haiti",Borehole or tubewell,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(795562.653390736, 2183496.22985222)"
19.76500194,-72.20604267,"2e Section Haut du Cap, Cap Haitien, Nord, Haiti",Piped into public tap / standpipe / basin,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(792783.91806145, 2187892.12728252)"
19.7810858,-72.2274286,"1re Section Bande du Nord, Cap Haitien, Nord, Haiti",Protected spring,2016-11-26T16:26:00Z,FRAPE (Haiti Outreach),"c(790512.29767537, 2189636.67482013)"
19.72702472,-72.17814501,"3e Section Petit Anse, Cap Haitien, Nord, Haiti",Borehole or tubewell,2020-07-28T02:34:00Z,Inventaire 2017 - Point d'eau,"c(795779.24180569, 2183734.24353062)"
19.7432562,-72.2090737,"2e Section Haut du Cap, Cap Haitien, Nord, Haiti",NA,2021-04-07T18:31:00Z,NA,"c(792505.780466179, 2185478.34874458)"
19.7277062,-72.2177686,"3e Section Petit Anse, Cap Haitien, Nord, Haiti",Borehole or tubewell,2016-12-03T11:47:00Z,FRAPE (Haiti Outreach),"c(791622.208822374, 2183741.0663151)"
19.76444214,-72.20174628,"2e Section Haut du Cap, Cap Haitien, Nord, Haiti",NA,2021-04-01T12:40:00Z,NA,"c(793235.447353522, 2187837.56462188)"
